Ticker,Type,Strike,Expiry_Years,Underlying_Price,Bid,Ask,Risk_Free_Rate,Dividend_Yield,Implied_Volatility
,Call,190.0,0.09582477754962354,316.560302734375,124.8,128.45,0.03700000047683716,0.0034999999999999996,0.01
,Call,195.0,0.09582477754962354,316.560302734375,119.75,123.4,0.03700000047683716,0.0034999999999999996,0.01
,Call,210.0,0.09582477754962354,316.560302734375,104.85,108.5,0.03700000047683716,0.0034999999999999996,0.01
,Call,220.0,0.09582477754962354,316.560302734375,94.8,98.65,0.03700000047683716,0.0034999999999999996,0.01
,Call,225.0,0.09582477754962354,316.560302734375,89.85,93.65,0.03700000047683716,0.0034999999999999996,0.01
,Call,230.0,0.09582477754962354,316.560302734375,85.0,88.65,0.03700000047683716,0.0034999999999999996,0.01
,Call,235.0,0.09582477754962354,316.560302734375,80.05,83.65,0.03700000047683716,0.0034999999999999996,0.01
,Call,240.0,0.09582477754962354,316.560302734375,74.95,78.4,0.03700000047683716,0.0034999999999999996,0.01
,Call,245.0,0.09582477754962354,316.560302734375,70.15,73.85,0.03700000047683716,0.0034999999999999996,0.01
,Call,250.0,0.09582477754962354,316.560302734375,65.1,68.85,0.03700000047683716,0.0034999999999999996,0.01
,Call,255.0,0.09582477754962354,316.560302734375,60.25,63.9,0.03700000047683716,0.0034999999999999996,0.01
,Call,260.0,0.09582477754962354,316.560302734375,55.25,58.4,0.03700000047683716,0.0034999999999999996,0.01
,Call,265.0,0.09582477754962354,316.560302734375,50.5,53.8,0.03700000047683716,0.0034999999999999996,0.01
,Call,270.0,0.09582477754962354,316.560302734375,45.65,48.6,0.03700000047683716,0.0034999999999999996,0.01
,Call,275.0,0.09582477754962354,316.560302734375,41.35,43.95,0.03700000047683716,0.0034999999999999996,0.24062260203110197
,Call,280.0,0.09582477754962354,316.560302734375,36.7,39.25,0.03700000047683716,0.0034999999999999996,0.2529404748412929
,Call,285.0,0.09582477754962354,316.560302734375,32.25,34.0,0.03700000047683716,0.0034999999999999996,0.23544470971754655
,Call,290.0,0.09582477754962354,316.560302734375,28.0,29.45,0.03700000047683716,0.0034999999999999996,0.24237779958103478
,Call,295.0,0.09582477754962354,316.560302734375,23.85,25.75,0.03700000047683716,0.0034999999999999996,0.25635738302737887
,Call,300.0,0.09582477754962354,316.560302734375,20.05,21.35,0.03700000047683716,0.0034999999999999996,0.24951319180800702
