Ticker,Type,Strike,Expiry_Years,Underlying_Price,Bid,Ask,Risk_Free_Rate,Dividend_Yield,Implied_Volatility
,Call,355.0,0.09582477754962354,483.739990234375,128.2,132.25,0.03700000047683716,0.0076,0.5091744252675823
,Call,360.0,0.09582477754962354,483.739990234375,123.35,127.1,0.03700000047683716,0.0076,0.4869632170951975
,Call,370.0,0.09582477754962354,483.739990234375,113.35,115.95,0.03700000047683716,0.0076,0.01
,Call,375.0,0.09582477754962354,483.739990234375,108.6,112.3,0.03700000047683716,0.0076,0.44875456813583325
,Call,380.0,0.09582477754962354,483.739990234375,103.5,107.45,0.03700000047683716,0.0076,0.42985799799024926
,Call,385.0,0.09582477754962354,483.739990234375,98.55,102.1,0.03700000047683716,0.0076,0.3925383742087618
,Call,390.0,0.09582477754962354,483.739990234375,93.85,97.0,0.03700000047683716,0.0076,0.3825761684939398
,Call,400.0,0.09582477754962354,483.739990234375,83.95,86.75,0.03700000047683716,0.0076,0.33388472016943804
,Call,405.0,0.09582477754962354,483.739990234375,79.2,82.5,0.03700000047683716,0.0076,0.3556819855528377
,Call,415.0,0.09582477754962354,483.739990234375,69.6,72.25,0.03700000047683716,0.0076,0.31871314903529124
,Call,420.0,0.09582477754962354,483.739990234375,64.9,67.4,0.03700000047683716,0.0076,0.31093181089772337
,Call,425.0,0.09582477754962354,483.739990234375,60.25,62.75,0.03700000047683716,0.0076,0.3071988214273347
,Call,430.0,0.09582477754962354,483.739990234375,55.7,58.3,0.03700000047683716,0.0076,0.30654502276716966
,Call,435.0,0.09582477754962354,483.739990234375,51.1,53.65,0.03700000047683716,0.0076,0.2976656676938484
,Call,440.0,0.09582477754962354,483.739990234375,46.7,49.25,0.03700000047683716,0.0076,0.2938750100754808
,Call,445.0,0.09582477754962354,483.739990234375,42.45,44.55,0.03700000047683716,0.0076,0.28477333675921823
,Call,450.0,0.09582477754962354,483.739990234375,38.65,40.6,0.03700000047683716,0.0076,0.28853332577285096
,Call,455.0,0.09582477754962354,483.739990234375,34.45,36.35,0.03700000047683716,0.0076,0.27959034345327394
,Call,460.0,0.09582477754962354,483.739990234375,30.6,32.45,0.03700000047683716,0.0076,0.2753287917768308
,Call,465.0,0.09582477754962354,483.739990234375,27.1,29.35,0.03700000047683716,0.0076,0.2787086933564278
,Call,470.0,0.09582477754962354,483.739990234375,24.3,25.5,0.03700000047683716,0.0076,0.2771256239266945
,Call,475.0,0.09582477754962354,483.739990234375,20.95,22.5,0.03700000047683716,0.0076,0.27423722361975345
,Call,480.0,0.09582477754962354,483.739990234375,17.95,19.35,0.03700000047683716,0.0076,0.2691521447026368
,Call,485.0,0.09582477754962354,483.739990234375,15.65,16.55,0.03700000047683716,0.0076,0.26893183872355486
,Call,490.0,0.09582477754962354,483.739990234375,13.05,14.15,0.03700000047683716,0.0076,0.2654259937048894
,Call,495.0,0.09582477754962354,483.739990234375,11.2,11.8,0.03700000047683716,0.0076,0.26452996307079957
,Call,500.0,0.09582477754962354,483.739990234375,9.35,10.0,0.03700000047683716,0.0076,0.26429448209263406
,Call,505.0,0.09582477754962354,483.739990234375,7.9,8.6,0.03700000047683716,0.0076,0.26731467760366834
,Call,510.0,0.09582477754962354,483.739990234375,6.3,7.0,0.03700000047683716,0.0076,0.2631622411408159
,Call,515.0,0.09582477754962354,483.739990234375,5.05,5.75,0.03700000047683716,0.0076,0.2617308821927049
,Call,520.0,0.09582477754962354,483.739990234375,4.2,4.65,0.03700000047683716,0.0076,0.2623554615024035
,Call,525.0,0.09582477754962354,483.739990234375,3.4,3.6,0.03700000047683716,0.0076,0.2603221540170728
